rowid,name,address,lat,lon,website,phone,category,description,youtubeurl,images,logo,facebook,instagram,linkedin,tiktok,whatsapp,mainoslinkit,karusellipaino,tyyppi,voimassaolo_loppuu,rss,tags,alue_slug,kunta_slug,email,kuvat,videot,whatsapp_1,palvelutapa,service_mode,service_radius,service_note,lisatieto,yhteydenottohistoria
273,Onnellinen Studio,"Vannastie 14, 41400 Lievestuore, Suomi","62,273","26,22",,,Palvelut,,,,,,,,,,,,ilmainen,,,"grafiikka, viestintä",Lievestuore,Laukaa,,,,,,,,,,
2,Mediazoo,"Salmelantie, 41400 Lievestuore","62,270133","26,223957",https://www.mediazoo.fi,358414655290,Palvelut,"Tarjoan viestinnän ja digiosaamisen tukea laidasta laitaan:@@ yrityksille, yhdistyksille ja yksityishenkilöille.",https://www.youtube.com/watch?v=8qDQ3mTqxyA,"[""https://drive.google.com/file/d/1Mhuy-3N-KH7FcT88MbgOCjj5k-5i2LGc/view?usp=sharing"", ""https://drive.google.com/file/d/14bVi23k4RqLA0lfcoQRCeS9702SL3b1Z/view?usp=sharing"", ""https://drive.google.com/file/d/1VNRtu6kBPkwiNvvk-Kaz2yIWOt-e51Xs/view?usp=sharing""]",https://mediazoo.fi/wp-content/uploads/2026/03/logo2.png,https://www.facebook.com/MZMAINOS/,https://www.instagram.com/mediazoo.fi/,https://fi.linkedin.com/in/antti-mikkola-1a586926,,358414655290,"[""https://mediazoo.fi/mainos/""]",,maksu,,https://www.mediazoo.fi/feed,"digimedia, IT-palvelut, videokuvaus, valokuvaus, graafiset palvelut, kotisivut",Lievestuore,Laukaa,info@mediazoo.fi,https://mediazoo.fi/wp-content/uploads/2026/01/kuva-82.jpg,https://www.youtube.com/watch?v=4zWPNcchWXE,358414655290,"toimipiste, etapalvelu",SERVICE_AREA,35,"projektit sopimuksesta kauemmaksikin, digitoinnit postitse",,
53,K&K Peni Oy,"Lahdenkuja 4,. 41340 Laukaa","62,40282","25,946777",,,Palvelut,,,,,,,,,,,,ilmainen,,,pienkonehuolto,Laukaa kk,Laukaa,,,,,,,,,,
91,Laukaan yrityspalvelut,"Laukaantie 14, 41341 Laukaa","62,4132066","25,959155",,,Palvelut,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
101,AtSound Matti Laurila,"Kuusirinne 5, 41310 Laukaa","62,329685","25,830547",https://www.atsound.fi,358405581753,Palvelut,,,,,,,,,,,,ilmainen,,,äänitekniikka,Leppävesi,Laukaa,,,,,,,,,,
102,Bellingham Oy (Nokkakiven huvipuisto),"Ruuhimäentie 3, 41400 Laukaa","62,24553","26,139236",https://www.nokkakivi.fi/,358452705920,Palvelut,huvit,,,,,,,,,,,ilmainen,,,huvit,Lievestuore,Laukaa,,,,,,,,,,
104,Catering KatinCa,"Koiralammentie 1, 41310 Laukaa","62,324675","25,837702",https://www.katinca.fi,358407589058,Palvelut,,,,,,,,,,,,ilmainen,,,pitopalvelu,Leppävesi,Laukaa,,,,,,,,,,
105,Ext Ventures Oy,"Saraharjunkatu 3, 41340 Laukaa","62,415688","25,952614",https://www.ext.fi,400667814,Palvelut,,,,,,,,,,,,ilmainen,,,"juhlatilat, huvit",Laukaa kk,Laukaa,,,,,,,,,,
116,Ohjelmatoimisto Ja - He Oy,"Ketaramäentie 38, 41400 Laukaa","62,268397","26,22931",,35814861761,Palvelut,,,,,,,,,,,,ilmainen,,,huvit,Lievestuore,Laukaa,,,,,,,,,,
120,Proxta Oy,"Koskenrannantie 127, 41325 Laukaa","62,3820403","26,04580181",,358407373026,Palvelut,,,,,,,,,,,,ilmainen,,,juhlatilat,Laukaa kk,Laukaa,,,,,,,,,,
121,Rock Tekniikka Ky,"Brittilänranta 10, 41330 Laukaa","62,3752482","25,918405",,,Palvelut,,,,,,,,,,,,ilmainen,,,äänitekniikka,Vihtavuori,Laukaa,,,,,,,,,,
123,Tmi Petri Puuhis Lähdemäki,"Laukaantie 2, 41340 Laukaa","62,40927","25,9532367",https://puuhis.vip/,358400343570,Palvelut,,,,,,,,,,,,ilmainen,,,"autokorjaamot, äänitekniikka",Laukaa kk,Laukaa,,,,,,,,,,
124,UntenOnnela Ranch avoin yhtiö,"Rantakuja 7, 41390 Laukaa","62,528748","26,065728",www.untenonnelaranch.fi/,358505660512,Palvelut,,,,,,,,,,,,ilmainen,,,"maatila, hevoset",Laukaa kk,Laukaa,,,,,,,,,,
133,Jenora Design,"Liepeentie 4, 41400 Laukaa","62,26057","26,195382",https://www.jenoradesign.com,358449721372,Palvelut,,,,,,,,,,,,ilmainen,,,valokuvaus,Lievestuore,Laukaa,,,,,,,,,,
139,Kimmon kulma,"Jokiniementie 9, 41340 Laukaa","62,4154613","25,9570658",https://kimmonkulma.com,358405063527,Palvelut,,,,,,,,,,,,ilmainen,,,erikoisliikkeet,Laukaa kk,Laukaa,,,,,,,,,,
154,Photo Malmström,"Mustikkarinne 15, 41340 Laukaa","62,428669","25,943171",https://www.photomalmstrom.com,358407315292,Palvelut,,,,,,,,,,,,ilmainen,,,valokuvaus,Laukaa kk,Laukaa,,,,,,,,,,
155,Pieneläintuhkaamo Usva OY,"Puhakantie 3, 41400 Laukaa","62,257776","26,237898",,358407333590,Palvelut,,,,,,,,,,,,ilmainen,,,erikoisliikkeet,Lievestuore,Laukaa,,,,,,,,,,
174,Topiron Ky,"Valkolantie 257, 41360 Laukaa","62,44188","25,837138",https://www.topiron.fi,358407259398,Palvelut,,,,,,,,,,,,ilmainen,,,teollisuus,Laukaa kk,Laukaa,,,,,,,,,,
177,Adven Oy,"Ruutitehtaantie 80, 41340 Laukaa","62,3722517","25,8742655",https://www.adven.com,358103445000,Palvelut,,,,,,,,,,,,ilmainen,,,teollisuus,Vihtavuori,Laukaa,,,,,,,,,,
178,Almek,"Liepeentie 7 B 15, 41400 Laukaa","62,257513","26,185728",,358407278316,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistöhoito,Lievestuore,Laukaa,,,,,,,,,,
180,Arkkitiimi Osuuskunta,"Rokkakankaantie 8, 41350 Laukaa","62,421138","25,914844",,358505629629,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistöhoito,Laukaa kk,Laukaa,,,,,,,,,,
182,Colliers Finland Oy,"Laukaantie, 41340 Laukaa","62,412701","25,958147",https://www.colliersasunnot.com,358201303003,Palvelut,,,,,,,,,,,,ilmainen,,,vuokraus,Laukaa kk,Laukaa,,,,,,,,,,
187,IR-Kiinteistöt Irja Hokkeri,"Männiköntie 2 C 14, 41400 Laukaa","62,263985","26,212058",,358407349426,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistöhoito,Lievestuore,Laukaa,,,,,,,,,,
188,Isännöinti Asuville Oy,"Laukaantie 12, 41340 Laukaa","62,412412","25,958548",https://www.asuville.fi,358504755666,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistöhoito,Laukaa kk,Laukaa,,,,,,,,,,
189,Isännöintitoimisto Sujuvaa Oy,"Saraharjunkatu 3, 41340 Laukaa","62,415688","25,952614",https://www.sujuvaa.fi,358505944643,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistöhoito,Laukaa kk,Laukaa,,,,,,,,,,
190,Isännöitsijätoimisto Heikki Valkonen Ky,"Vihtiäläntie 159, 41310 Laukaa","62,30287","25,85943",,358407770161,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistöhoito,Leppävesi,Laukaa,,,,,,,,,,
193,JL-Maanrakennus Oy,"Varsatie 6, 41310 Laukaa","62,325685","25,844533",https://www.jl-maanrakennus.fi,358400234893,Palvelut,,,,,,,,,,,,ilmainen,,,konetyöt,Leppävesi,Laukaa,,,,,,,,,,
196,Kaken turva Oy,"Katajamäentie 4, 41340 Laukaa","62,401894","25,931768",https://www.facebook.com/p/Kake-Security-J%C3%A4rjestyksenvalvonta-vartiointiyksityisetsiv%C3%A4-ja-koulutus-100057536496028/?locale=fi_FI,358400510006,Palvelut,,,,,,,,,,,,ilmainen,,,vartiointi,Laukaa kk,Laukaa,,,,,,,,,,
197,Kiinteistönvälitys HuippuMesta LKV,"Vuokaari 2, 41340 Laukaa","62,413063","25,947868",https://www.aninkainen.fi/laukaa/,358451030680,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistönvälitys,Laukaa kk,Laukaa,,,,,,,,,,
198,Kiinteistöpalvelu Farox Oy,"Puhakantie 146, 41400 Laukaa","62,257304","26,238867",https://www.farox.fi,358207344860,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistöhoito,Lievestuore,Laukaa,,,,,,,,,,
199,Kiinteistöpalvelu Petäjämäki ky,"Vatiantie 96, 41360 Laukaa","62,472982","25,810511",https://petajamaki.fi/,358505511129,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistöhoito,Vehniä,Laukaa,,,,,,,,,,
200,Koskienergia Oy,"Kuhankoskentie, 41340 Laukaa","62,370075","25,966047",https://www.koskienergia.fi,358206323821,Palvelut,,,,,,,,,,,,ilmainen,,,teollisuus,Vihtavuori,Laukaa,,,,,,,,,,
205,Laukaan Pitkäniemen kiinteistöhuolto Oy,"Särkeläntie 158, 41390 Laukaa","62,515463","26,069675",,358404182556,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistöhoito,Laukaa kk,Laukaa,,,,,,,,,,
206,Laukaan Puhtaanapito Oy,"Rokkamäentie 1 C, 41350 Laukaa","62,424012","25,91718",https://www.laukaanpuhtaanapito.fi,358400547384,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistöhoito,Laukaa kk,Laukaa,,,,,,,,,,
208,Laukaan Talopalvelu Oy,"Laukaantie 12, 41340 Laukaa","62,412412","25,958548",https://www.laukaantalopalvelu.fi,358407558526,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistöhoito,Laukaa kk,Laukaa,,,,,,,,,,
209,Lehtomäen traktoripalvelu,"Äijäläntie 1422, 41390 Laukaa","62,54929","26,062026",,358400702129,Palvelut,,,,,,,,,,,,ilmainen,,,konetyöt,Laukaa kk,Laukaa,,,,,,,,,,
210,Lievestuoreen Lämpö Oy,41400 Laukaa,"62,260367","26,181292",https://lievestuoreenlampo.fi/wp/,358447223270,Palvelut,,,,,,,,,,,,ilmainen,,,teollisuus,Lievestuore,Laukaa,,,,,,,,,,
217,Monitac,"Metsolahdentie 118, 41400 Laukaa","62,242998","26,095529",,358405908542,Palvelut,,,,,,,,,,,,ilmainen,,,siivous,Lievestuore,Laukaa,,,,,,,,,,
222,Suur-Savon Sähkö Oy,"Simontie 4, 41400 Laukaa","62,260241","26,208878",https://www.sssoy.fi,,Palvelut,,,,,,,,,,,,ilmainen,,,teollisuus,Lievestuore,Laukaa,,,,,,,,,,
223,Sydän-Suomen Kuljetus Oy,"Ketarakuja 5, 41400 Laukaa","62,273933","26,22153",https://www.sydansuomenkuljetus.com,358207613660,Palvelut,,,,,,,,,,,,ilmainen,,,jätehuolto,Lievestuore,Laukaa,,,,,,,,,,
232,TeePee kiinteistöpalvelut Oy,"Katvelantie 14, 41400 Laukaa","62,353427","26,155597",,358405350142,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistöhoito,Lievestuore,Laukaa,,,,,,,,,,
235,Tmi Eero Ylönen,"Yläniementie 3, 41340 Laukaa","62,423042","25,962442",,358400832092,Palvelut,,,,,,,,,,,,ilmainen,,,kiinteistöhoito,Laukaa kk,Laukaa,,,,,,,,,,
254,Laukaan Korppi Oy,"Simunankoskentie 8, 41325 Laukaa","62,379419","26,065595",https://www.mustakorppi.fi,358405455843,Palvelut,,,,,,,,,,,,ilmainen,,,"ravintola, huvit",Vihtavuori,Laukaa,,,,,,,,,,
267,Hevosklinikka Laukaa,"Ravitie 4, 41330 Vihtavuori","62,377845","25,906235",,,Palvelut,,,,,,,,,,,,ilmainen,,,hevoset,Vihtavuori,Laukaa,,,,,,,,,,
59,Parkos Oy,Ketunkuja 1 41330 Vihtavuori,"62,366554","25,91313",,,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,kalusteet,Vihtavuori,Laukaa,,,,,,,,,,
138,Keski-Suomen Parvekelasitus OY,"Kotipellontie 2, 41370 Laukaa","62,475553","25,923813",https://www.k-sparvekelasitus.fi,358458981560,Rakentaminen ja remontointi,"Keski-Suomen Parvekelasitus rakentaa ja lasittaa parvekkeet, terassit ja patiot Keski-Suomessa ja lähimaakunnissa. @@ Meiltä myös kaihtimet ja termomatot, sekä lasitusten huollot kaikkiin merkkeihin.",,"[""https://ik.imagekit.io/vowzx8znjs/mediazoo/yritys/138/kuva_3.jpg"", ""https://ik.imagekit.io/vowzx8znjs/mediazoo/yritys/138/kuva_5.jpg"", ""https://ik.imagekit.io/vowzx8znjs/mediazoo/yritys/138/kuva_2.jpg"",""https://ik.imagekit.io/vowzx8znjs/mediazoo/yritys/138/kuva_4.jpg"",""https://ik.imagekit.io/vowzx8znjs/mediazoo/yritys/138/kuva_1.jpg""]",https://cdn.prod.website-files.com/65e5c87155996edd5b8abd22/6602c24ed14ae9c8de29395f_shape%20kspl.svg,,,,,358405885780,,,maksu,,,,Laukaa kk,Laukaa,,,,,,,,,,
144,Module Keittiö ja Rakennuspalvelu,"Kylmäniementie 9, 41340 Laukaa","62,419809","25,963226",,358400376079,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
145,Monipalvelu Suomivirta,"Kuhankoskentie 170, 41340 Laukaa","62,370075","25,966047",,,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,sähkotyöt,Vihtavuori,Laukaa,,,,,,,,,,
157,Rakentajainpalvelu Järvinen,"Varsatie 8, 41310 Laukaa","62,325413","25,844891",,358401865533,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Leppävesi,Laukaa,,,,,,,,,,
161,Sähköpalvelu M Leminen Ky,"Kuhnontie 18, 41400 Laukaa","62,252478","26,214823",,,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,sähkotyöt,Lievestuore,Laukaa,,,,,,,,,,
175,Veisto- ja Kalustetyö M. Ojala,"Kuparintie 27, 41180 Laukaa","62,45173","25,689625",,358445225208,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,kalusteet,Vehniä,Laukaa,,,,,,,,,,
179,Apponen Pekka Juhani,"Yläpohjantie 79, 41180 Laukaa","62,44866","25,669377",,358406620631,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Vehniä,Laukaa,,,,,,,,,,
181,Atte Isokangas Tmi,"Sudenjälki 2 b, 41310 Laukaa","62,319598","25,835525",,358407449608,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Leppävesi,Laukaa,,,,,,,,,,
183,Duuni-Simppa Ky,"Rantakyläntie 44, 41325 Laukaa","62,373157","26,067081",,358407508808,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Vihtavuori,Laukaa,,,,,,,,,,
184,EXS Finland Oy,"Åströmintie 7, 41310 Laukaa","62,33232","25,858084",,,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Leppävesi,Laukaa,,,,,,,,,,
185,Hento Works,"Ala-Kuukkalantie 37, 41310 Laukaa","62,34499","25,877226",,,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Leppävesi,Laukaa,,,,,,,,,,
186,Ilmalämpöpumput Tmi Forsström,"Ristonniementie 16, 41340 Laukaa","62,401416","25,954356",https://www.tmiforsström.fi,358401936141,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
191,IV-urakointi Lehtonen Oy,"Rokkasuontie 52, 41350 Laukaa","62,42793","25,924672",,358400467785,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
192,Kiinteistöjen korjaus ja huolto Lehtiö Jarmo,"Lehesvuorentie 193, 41340 Laukaa","62,355152","25,960288",,358400626648,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Vihtavuori,Laukaa,,,,,,,,,,
194,Jyvä-IV Oy,"Kylmäniementie 6 A 1, 41340 Laukaa","62,417922","25,962179",,358400330273,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
195,Jyväsesudun LVI Oy,"Pitkärannantie 74, 41325 Laukaa","62,400507","26,043664",,358400540230,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
201,Laatutyö Helama Oy,"Salmensillantie 40, 41340 Laukaa","62,383272","25,924167",https://www.helama.fi/,358407330623,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Vihtavuori,Laukaa,,,,,,,,,,
202,Laukaan Aave Oy,"Riekontie 1, 41350 Laukaa","62,423546","25,906181",https://www.laukaanaave.fi/,358400647841,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
203,Laukaan Arkiapupalvelut,"Vilppulantie 175, 41370 Laukaa","62,464029","25,917047",,358451148091,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
207,Laukaan Renki-Palvelut,"Vähäharjuntie 8, 41370 Laukaa","62,463656","25,957987",https://www.renki-palvelut.fi/,358405144389,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
211,LVI-Hanaman,"Kuusiranta 16, 41330 Laukaa","62,377361","25,921006",,358405696611,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Vihtavuori,Laukaa,,,,,,,,,,
212,LVI Jukka Pirttinen Oy,"Saraharjunkatu 8, 41340 Laukaa","62,415457","25,954032",https://www.lvipirttinen.fi,358290011450,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
213,LVI-Sekuri Oy,"Järvilinnantie 135, 41330 Laukaa","62,340927","25,90611",https://www.lvisekuri.fi,358400552951,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Vihtavuori,Laukaa,,,,,,,,,,
214,LVI-Taitajat Oy,"Valkolantie 622, 41360 Laukaa","62,467151","25,812225",https://www.lvitaitajat.fi,358451792297,Rakentaminen ja remontointi,#putkimies,,,,,,,,,,,ilmainen,,,,Vehniä,Laukaa,,,,,,,,,,
215,LVI-Vestec Oy,"Eerolantie 6, 41310 Laukaa","62,332672","25,841938",https://www.vestec.fi,358408463798,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Leppävesi,Laukaa,,,,,,,,,,
216,Mittakupari Oy,"Petterintie 9, 41340 Laukaa","62,408185","25,941023",https://www.mittakupari.com,358400542456,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,keittiö,Laukaa kk,Laukaa,,,,,,,,,,
218,Osk. JS Keski-Suomi,"Matinpolku 2 G, 41310 Laukaa","62,333069","25,846753",,,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Leppävesi,Laukaa,,,,,,,,,,
219,Pikkupiika Kaarina,"Järvilinnantie 18, 41330 Laukaa","62,347505","25,926206",,358400245176,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Vihtavuori,Laukaa,,,,,,,,,,
220,Pinta-Putki Oy,"Korpelantie 40, 41310 Laukaa","62,337222","25,849284",,358500648240,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Leppävesi,Laukaa,,,,,,,,,,
221,Putki Pee Oy,"Halkolaanintie 78, 41310 Laukaa","62,324171","25,886107",,358504008129,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Leppävesi,Laukaa,,,,,,,,,,
224,T:mi Harri Lekander,"Mullostie 6, 41400 Laukaa","62,272329","26,218714",,358451231602,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Lievestuore,Laukaa,,,,,,,,,,
225,t:mi Ilkka Kanerva,"Haukantie 3, 41350 Laukaa","62,421919","25,908425",,358405046327,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
226,T:mi Jukka-Pekka Olkkonen,"Kuhankoskentie 368, 41340 Laukaa","62,370075","25,966047",,358456351257,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Vihtavuori,Laukaa,,,,,,,,,,
227,T:mi Maria Fägerholt,"Hiekkapohjantie 22, 41310 Laukaa","62,334051","25,846274",,358503624439,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Leppävesi,Laukaa,,,,,,,,,,
228,T:mi PihaPutsi,"Laukaantie 19 A 8, 41340 Laukaa","62,412701","25,958147",,,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
229,T:mi Porrastyö,"Kuoppamäentie 100, 41325 Laukkavirta","62,38135331","26,03805815",,358408380676,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
230,T.mi Susanna Niiniranta,"Mäntyrinne 2 A 10, 41310 Laukaa","62,330287","25,836211",,358404131592,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Leppävesi,Laukaa,,,,,,,,,,
231,Talotekniikka Väyrynen,"Alasentie 85, 41180 Laukaa","62,425214","25,667978",,358442843580,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Vehniä,Laukaa,,,,,,,,,,
233,Tmi Aki Tuppurainen,"Lehtorinne 9 A, 41310 Laukaa","62,313839","25,842369",,358400251637,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Leppävesi,Laukaa,,,,,,,,,,
234,VaskiTeam,"Pitkärannantie 70, 41325 Laukaa","62,400507","26,043664",,358443731471,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
236,Tmi Marika Kurkipuro,"Kankaistentie 57, 41400 Laukaa","62,236741","26,213298",,358400789843,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Lievestuore,Laukaa,,,,,,,,,,
237,Tmi Tuula Rutanen,"Vehniäntie 652, 41350 Laukaa","62,42551","25,80392",,358405660914,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
238,Toiminimi Veikko Nieminen,"Onkiniementie 9, 41400 Laukaa","62,283875","26,020006",,358400647206,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Lievestuore,Laukaa,,,,,,,,,,
239,WoodIT,"Sudenjälki 9, 41310 Laukaa","62,319046","25,837189",,358403010748,Rakentaminen ja remontointi,,,,,,,,,,,,ilmainen,,,,Leppävesi,Laukaa,,,,,,,,,,
296,Bistro Puulaaki,"Lintumäenkatu 3, 41310 Leppävesi, Laukaa, Suomi","62,3336178","25,8374007",https://www.bistropuulaaki.fi,358458513782,"Ravintola, kahvila","Bistro Puulaaki on lämminhenkinen ravintola ja kahvila Leppävedellä Hirviareenan urheilukeskuksessa. Tarjoaa monipuolista lounasta, à la carte -annoksia, kahvilaherkkuja sekä juomia. Toimii viihtyisänä kohtaamispaikkana niin urheilijoille, tapahtumakävijöille kuin paikallisille asukkaillekin. ([Bistro Puulaaki][1])",,[],,,,,,,[],,yritys,,,"ravintola, kahvila, lounas, Leppävesi, Laukaa, Hirviareena, buffetlounas, burgerit, tapahtumat, ryhmät, pitopalvelu",keski-suomi,laukaa,[bistropuulaaki@gmail.com](mailto:bistropuulaaki@gmail.com),[],[],,"paikan päällä, mukaan","on-site, takeaway",,"Sijaitsee Hirviareenan urheilukeskuksessa, sopii myös ryhmille ja tapahtumiin.",,
278,Laukaan Satamakahvila (Laukaan satama),"Satamatie 3, 41340 Laukaa",62.411087,"25,961",https://laukaansatama.fi,358505664962,Ruokailu,"Laukaan Satamakahvila on Saraaveden rannalla sijaitseva kesäinen kahvila ja vapaa-ajan keskus. Satama toimii myös vierasvenesatamana sekä tapahtumapaikkana, jossa järjestetään kesäisin konsertteja ja tapahtumia. Kahvilasta saa makeita ja suolaisia annoksia, jäätelöä sekä ruokaa pienempään ja suurempaan nälkään. Alueella on vuokrattavia saunoja, SUP-lautoja ja vesijettejä sekä monipuoliset ulkoilumahdollisuudet.",,,,,,,,,,,julkinen palvelu / matkailukohde,,,"satamakahvila, kahvila, ravintola, vierasvenesatama, tapahtumat, kesäkahvila, jäätelö, lauakka, saraavesi, venesatama, laivaranta",Laukaa satama,Laukaa,[info@laukaansatama.fi](mailto:info@laukaansatama.fi),,,,paikan päällä,LOCAL,0,"Sijaitsee Laukaan satamassa Saraaveden rannalla. Kesäkauden toimipiste, tapahtumia viikonloppuisin.",,
268,Jyväs Pakari Lievestuore,"Lievestuoreen Liisantie 15, 41400 Lievestuore","62,2530703","26,2089623",https://www.jyvaspakari.fi,3580103270654,Ruokailu,"Avoinna ma-pe klo 6:30-17, la 9-15. Lounaskahvilasta tuoreet leivät, pullat ja piirakat. Buffetlounas arkisin sekä keittolounas lauantaisin klo 10:30-14. Tilauksesta erilaiset suolaiset ja makeat kakut, piirakat sekä ruokaisat salaatit.",,,,,,,,,,,,,,"kahvila, lounas",Lievestuore,Laukaa,,,,,,,,,,
93,Lähipalvelu ja Grilli Jokis,"Vanhansillantie 3, 41340 Laukaa","62,423676","25,956371",,35814832656,Ruokailu,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
103,Cafe Anne-Maria Oy (Ravintola Rosanne),"Laukaantie 22, 41340 Laukaa","62,41454","25,954354",https://www.ravintolarosanne.fi,35814833030,Ruokailu,,,,,,,,,,,,ilmainen,,,ravintola,Laukaa kk,Laukaa,,,,,,,,,,
119,Pitopalvelu J.Sojakka,"Asemanraitti 12, 41310 Laukaa","62,329637","25,859745",https://www.pitopalvelusojakka.fi,358505780660,Ruokailu,,,,,,,,,,,,ilmainen,,,pitopalvelu,Leppävesi,Laukaa,,,,,,,,,,
243,Laukaan Tupaswilla Oy,"Äijäläntie 202, 41370 Laukaa","62,458337","25,943189",https://www.tupaswilla.fi,358405188461,Ruokailu,,,,,,,,,,,,ilmainen,,,"juhlatilat, ravintola",Laukaa kk,Laukaa,,,,,,,,,,
246,Bitoxo Oy (RAVINTOLA VIHTAHOUSU),"Haavistontie 5, Laukaa","62,367993","25,901294",https://www.vihtahousu.fi,358143771470,Ruokailu,,,,,,,,,,,,ilmainen,,,ravintola,Vihtavuori,Laukaa,,,,,,,,,,
249,Jabo -afrin,"Arwidssonintie 15 B 19, 41340 Laukaa","62,412113","25,952761",,,Ruokailu,,,,,,,,,,,,ilmainen,,,ravintola,Laukaa kk,Laukaa,,,,,,,,,,
252,Koskikahvio Ky Juhani Hänninen,"Suolahdentie 657, 41370 Laukaa","62,503523","25,890444",,358400727050,Ruokailu,,,,,,,,,,,,ilmainen,,,ravintola,Laukaa kk,Laukaa,,,,,,,,,,
255,Laukaan Matkailukeskus Oy,"Ruuhimäentie 1, 41400 Laukaa","62,24585","26,13574",https://www.laukaanhovi.fi,358504008645,Ruokailu,,,,,,,,,,,,ilmainen,,,"kahvila, huvit",Lievestuore,Laukaa,,,,,,,,,,
256,Rastas Ravintola Oy,"Laukaantie 26, 41340 Laukaa","62,415125","25,951927",https://pubjuoma.fi,358445023233,Ruokailu,,,,,,,,,,,,ilmainen,,,ravintola,Laukaa kk,Laukaa,,,,,,,,,,
257,Restella Oy (Caffitella),"Vuokaari 2, 41340 Laukaa","62,413063","25,947868",https://www.caffitella.fi,358102312297,Ruokailu,,,,,,,,,,,,ilmainen,,,"ravintola, kahvila",Laukaa kk,Laukaa,,,,,,,,,,
